2026-03-24 15:13:02.242 | DEBUG    | pipecat.services.tts_service:push_frame:808 - CartesiaTTSService#0 cleaning up TTS context 66570f75-8ec0-4cd8-a4c6-b8114acd841e
2026-03-24 15:13:32.787 | DEBUG    | pipecat.processors.aggregators.llm_response_universal:_on_user_turn_stopped:745 - LLMUserAggregator#0: User stopped speaking (strategy: TurnAnalyzerUserTurnStopStrategy#0)
2026-03-24 15:13:32.788 | DEBUG    | pipecat.services.google.llm:_stream_content_universal_context:1077 - GoogleVertexLLMService#0: Generating chat from universal context [None] | [{'parts': [{'text': 'begins'}], 'role': 'user'}, {'parts': [{'text': "Hello, this is Alex calling from FinCorp Financial Services. I'm calling today regarding your personal loan account. Is now an okay time to talk for a couple of minutes?"}], 'role': 'model'}, {'parts': [{'text': 'Hey.'}], 'role': 'user'}, {'parts': [{'text': 'We start again?'}], 'role': 'user'}, {'parts': [{'text': "Of course, we can start over. Hello, this is Alex calling from FinCorp Financial Services. I'm calling today regarding your personal loan account. Is now an okay time to talk for a couple of minutes?"}], 'role': 'model'}, {'parts': [{'text': 'Yeah. Now is a good time.'}], 'role': 'user'}, {'parts': [{'text': "Great, thank you. I'm calling because our records show your account is past due by 60 days, with a balance of $1,250. I wanted to reach out to see how we can help get this sorted out."}], 'role': 'model'}, {'parts': [{'text': "Yeah. Regarding that, so I have a medical emergency at my place. My dad's"}], 'role': 'user'}, {'parts': [{'text': 'admitted.'}], 'role': 'user'}, {'parts': [{'text': "So I'll not be able to do the full payment right now."}], 'role': 'user'}, {'parts': [{'text': "I'm very sorry to hear about your father's medical emergency; my thoughts are with you and your family. I completely understand that the full amount isn't feasible right now. Would making a smaller, partial payment be more manageable for you at this time?"}], 'role': 'model'}, {'parts': [{'text': 'Yeah. So I could do'}], 'role': 'user'}, {'parts': [{'text': '$100 this month. And the rest we can'}], 'role': 'user'}, {'parts': [{'text': 'connect again.'}], 'role': 'user'}, {'parts': [{'text': 'Thank you, I appreciate you making that commitment, especially with everything you have going on. A $100 payment would be a great help. To get that noted on your account, what date this month would be best for you to make that payment?'}], 'role': 'model'}, {'parts': [{'text': "I'll do the payment today itself."}], 'role': 'user'}, {'parts': [{'text': "That's wonderful, thank you. I'll make a note on your account that you'll be making a $100 payment today. After that payment is made, we can discuss a plan for the remaining balance. Would it be helpful if I reached out again in a couple of weeks to see where things stand?"}], 'role': 'model'}, {'parts': [{'text': 'Yeah. Sure.'}], 'role': 'user'}, {'parts': [{'text': "Excellent. Just to confirm, I've noted you'll be making a $100 payment today, and I will give you a call back in two weeks to discuss the next steps. Thank you for your time today, and I truly hope your father has a swift recovery."}], 'role': 'model'}, {'parts': [{'text': 'Thank you.'}], 'role': 'user'}]
2026-03-24 15:13:36.120 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_ttfb_metrics:143 - GoogleVertexLLMService#0 TTFB: 3.332s
2026-03-24 15:13:36.120 | INFO     | src.voice.end_call_detector:process_frame:38 - [HangupDetector] Terminal phrase detected: "You're welcome. Take care, and we'll speak again in two weeks. Goodbye for now." — will close after bot finishes speaking
2026-03-24 15:13:36.121 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_text_aggregation_metrics:231 - CartesiaTTSService#0 text aggregation time: 4.076957702636719e-05
2026-03-24 15:13:36.121 | DEBUG    | pipecat.services.cartesia.tts:run_tts:653 - CartesiaTTSService#0: Generating TTS [You're welcome.]
2026-03-24 15:13:36.121 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_tts_usage_metrics:214 - CartesiaTTSService#0 usage characters: 15
2026-03-24 15:13:36.121 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:175 - CartesiaTTSService#0 processing time: 0.000s
2026-03-24 15:13:36.121 | DEBUG    | pipecat.services.cartesia.tts:run_tts:653 - CartesiaTTSService#0: Generating TTS [Take care, and we'll speak again in two weeks.]
2026-03-24 15:13:36.121 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_tts_usage_metrics:214 - CartesiaTTSService#0 usage characters: 46
2026-03-24 15:13:36.121 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:175 - CartesiaTTSService#0 processing time: 0.000s
2026-03-24 15:13:36.155 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_llm_usage_metrics:196 - GoogleVertexLLMService#0 prompt tokens: 906, completion tokens: 22, reasoning tokens: 45
2026-03-24 15:13:36.156 | DEBUG    | pipecat.services.cartesia.tts:run_tts:653 - CartesiaTTSService#0: Generating TTS [Goodbye for now.]
2026-03-24 15:13:36.156 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_tts_usage_metrics:214 - CartesiaTTSService#0 usage characters: 16
2026-03-24 15:13:36.156 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:175 - CartesiaTTSService#0 processing time: 0.000s
2026-03-24 15:13:36.253 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_ttfb_metrics:143 - CartesiaTTSService#0 TTFB: 0.132s
2026-03-24 15:13:36.253 | DEBUG    | pipecat.transports.base_output:_bot_started_speaking:627 - Bot started speaking
2026-03-24 15:13:37.625 | DEBUG    | pipecat.services.tts_service:push_frame:808 - CartesiaTTSService#0 cleaning up TTS context def1d109-1797-4392-a449-736d787556c0
2026-03-24 15:13:41.295 | DEBUG    | pipecat.transports.base_output:_handle_frame:721 - Bot stopped speaking based on TTSStoppedFrame
2026-03-24 15:13:41.295 | DEBUG    | pipecat.transports.base_output:_bot_stopped_speaking:655 - Bot stopped speaking
2026-03-24 15:13:41.295 | INFO     | src.voice.end_call_detector:process_frame:45 - [HangupDetector] Bot finished speaking — sending EndFrame
2026-03-24 15:13:41.296 | DEBUG    | pipecat.pipeline.task:_source_push_frame:879 - PipelineTask#0: received end task frame upstream EndTaskFrame#0(reason: Bot came up with the hangup_phase)
2026-03-24 15:13:41.296 | DEBUG    | pipecat.pipeline.task:_wait_for_pipeline_end:767 - PipelineTask#0: Closing. Waiting for EndFrame#0(reason: Bot came up with the hangup_phase) to reach the end of the pipeline...
2026-03-24 15:13:41.296 | DEBUG    | pipecat.services.deepgram.stt:_disconnect:650 - Disconnecting from Deepgram
2026-03-24 15:13:41.296 | WARNING  | pipecat.transports.websocket.server:set_client_connection:288 - Only one client allowed, using new connection
2026-03-24 15:13:41.296 | INFO     | pipecat.transports.websocket.server:_client_handler:232 - Client ('127.0.0.1', 55530) disconnected
2026-03-24 15:13:41.296 | INFO     | src.voice.server:on_client_disconnected:45 - Client disconnected: ('127.0.0.1', 55530)
2026-03-24 15:13:41.296 | DEBUG    | pipecat.pipeline.task:_cancel:673 - Cancelling pipeline task PipelineTask#0
2026-03-24 15:13:41.764 | DEBUG    | pipecat.services.cartesia.tts:_disconnect_websocket:557 - Disconnecting from Cartesia
2026-03-24 15:13:41.823 | WARNING  | pipecat.serializers.protobuf:serialize:91 - Frame type <class 'pipecat.frames.frames.EndFrame'> is not serializable
2026-03-24 15:13:41.823 | DEBUG    | pipecat.pipeline.task:_wait_for_pipeline_end:773 - PipelineTask#0: EndFrame#0(reason: Bot came up with the hangup_phase) reached the end of the pipeline, pipeline is closing.
2026-03-24 15:13:41.823 | DEBUG    | pipecat.pipeline.task:run:621 - Pipeline task PipelineTask#0 is finishing...
2026-03-24 15:13:41.823 | DEBUG    | pipecat.pipeline.task:run:626 - Pipeline task PipelineTask#0 has finished
2026-03-24 15:13:41.823 | DEBUG    | pipecat.pipeline.runner:run:95 - Runner PipelineRunner#0 finished running PipelineTask#0
